SSID; BSS; RSSI; Kanal; Datum
HFU Open;" ""86:8A:20:0F:32:63""";" ""-88""";" ""6""";" ""18:10:55"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-88""";" ""6""";" ""18:10:58"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-88""";" ""6""";" ""18:11:02"""
HFU Guest;" ""18:E8:29:ED:30:A7""";" ""-87""";" ""1""";" ""18:10:55"""
HFU Guest;" ""18:E8:29:ED:30:A7""";" ""-87""";" ""1""";" ""18:10:58"""
HFU Guest;" ""18:E8:29:ED:30:A7""";" ""-87""";" ""1""";" ""18:11:02"""
HFU Open;" ""26:E8:29:ED:30:6E""";" ""-90""";" ""11""";" ""18:10:55"""
HFU Open;" ""26:E8:29:ED:30:6E""";" ""-90""";" ""11""";" ""18:10:58"""
HFU Open;" ""26:E8:29:ED:30:6E""";" ""-87""";" ""11""";" ""18:11:02"""
;" ""BA:FB:E4:4E:14:C8""";" ""-87""";" ""44""";" ""18:11:02"""
eduroam;" ""22:E8:29:EE:30:A7""";" ""-82""";" ""40""";" ""18:10:55"""
eduroam;" ""22:E8:29:EE:30:A7""";" ""-80""";" ""40""";" ""18:10:58"""
eduroam;" ""22:E8:29:EE:30:A7""";" ""-80""";" ""40""";" ""18:11:02"""
HFU Guest;" ""18:E8:29:ED:32:54""";" ""-77""";" ""6""";" ""18:10:55"""
HFU Guest;" ""18:E8:29:ED:32:54""";" ""-77""";" ""6""";" ""18:10:58"""
HFU Guest;" ""18:E8:29:ED:32:54""";" ""-77""";" ""6""";" ""18:11:02"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-77""";" ""6""";" ""18:10:55"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-76""";" ""6""";" ""18:10:58"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-76""";" ""6""";" ""18:11:02"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-71""";" ""11""";" ""18:10:55"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-71""";" ""11""";" ""18:10:58"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-69""";" ""11""";" ""18:11:02"""
;;;;
SSID; BSS; RSSI; Kanal; Datum
eduroam;" ""22:E8:29:EE:32:54""";" ""-81""";" ""36""";" ""18:11:31"""
DIRECT-RI-IMC4500_Ausstellung;" ""12:98:C3:3B:DF:A6""";" ""-89""";" ""6""";" ""18:11:31"""
DIRECT-RI-IMC4500_Ausstellung;" ""12:98:C3:3B:DF:A6""";" ""-78""";" ""6""";" ""18:11:34"""
DIRECT-RI-IMC4500_Ausstellung;" ""12:98:C3:3B:DF:A6""";" ""-82""";" ""6""";" ""18:11:37"""
;" ""7E:8A:20:0F:32:CA""";" ""-77""";" ""36""";" ""18:11:31"""
;" ""BA:FB:E4:4E:17:84""";" ""-80""";" ""44""";" ""18:11:31"""
;" ""BA:FB:E4:4E:17:84""";" ""-80""";" ""44""";" ""18:11:34"""
;" ""BA:FB:E4:4E:17:84""";" ""-80""";" ""44""";" ""18:11:37"""
UPC2696287;" ""38:43:7D:C9:A9:8D""";" ""-85""";" ""116""";" ""18:11:31"""
UPC2696287;" ""38:43:7D:C9:A9:8D""";" ""-85""";" ""116""";" ""18:11:34"""
UPC2696287;" ""38:43:7D:C9:A9:8D""";" ""-85""";" ""116""";" ""18:11:37"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-93""";" ""11""";" ""18:11:31"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-91""";" ""11""";" ""18:11:34"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-91""";" ""11""";" ""18:11:37"""
;" ""7A:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:11:31"""
;" ""7A:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:11:34"""
;" ""7A:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:11:37"""
;" ""7E:8A:20:0F:32:CB""";" ""-77""";" ""6""";" ""18:11:31"""
;" ""7E:8A:20:0F:32:CB""";" ""-77""";" ""6""";" ""18:11:34"""
;" ""7E:8A:20:0F:32:CB""";" ""-77""";" ""6""";" ""18:11:37"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-70""";" ""44""";" ""18:11:31"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-70""";" ""44""";" ""18:11:34"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-68""";" ""44""";" ""18:11:37"""
;" ""1E:E8:29:EE:30:A7""";" ""-73""";" ""40""";" ""18:11:34"""
;" ""1E:E8:29:EE:30:A7""";" ""-73""";" ""40""";" ""18:11:37"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-69""";" ""11""";" ""18:11:31"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-64""";" ""11""";" ""18:11:34"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-66""";" ""11""";" ""18:11:37"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-81""";" ""6""";" ""18:11:31"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-81""";" ""6""";" ""18:11:34"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-81""";" ""6""";" ""18:11:37"""
eduroam;" ""22:E8:29:ED:30:6E""";" ""-83""";" ""11""";" ""18:11:31"""
eduroam;" ""22:E8:29:ED:30:6E""";" ""-77""";" ""11""";" ""18:11:34"""
eduroam;" ""22:E8:29:ED:30:6E""";" ""-77""";" ""11""";" ""18:11:37"""
;" ""1E:E8:29:EE:32:54""";" ""-81""";" ""36""";" ""18:11:31"""
HFU Open;" ""26:E8:29:ED:2F:EA""";" ""-84""";" ""6""";" ""18:11:31"""
HFU Open;" ""26:E8:29:ED:2F:EA""";" ""-84""";" ""6""";" ""18:11:34"""
HFU Open;" ""26:E8:29:ED:2F:EA""";" ""-79""";" ""6""";" ""18:11:37"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:31"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:34"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:37"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-78""";" ""1""";" ""18:11:31"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-77""";" ""1""";" ""18:11:34"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-76""";" ""1""";" ""18:11:37"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-93""";" ""11""";" ""18:11:31"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-91""";" ""11""";" ""18:11:34"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-91""";" ""11""";" ""18:11:37"""
HFU Open;" ""26:E8:29:ED:30:A7""";" ""-72""";" ""1""";" ""18:11:31"""
HFU Open;" ""26:E8:29:ED:30:A7""";" ""-73""";" ""1""";" ""18:11:34"""
HFU Open;" ""26:E8:29:ED:30:A7""";" ""-73""";" ""1""";" ""18:11:37"""
HFU Guest;" ""18:E8:29:EE:2F:EA""";" ""-89""";" ""48""";" ""18:11:31"""
HFU Guest;" ""18:E8:29:EE:2F:EA""";" ""-89""";" ""48""";" ""18:11:34"""
HFU Guest;" ""18:E8:29:EE:2F:EA""";" ""-88""";" ""48""";" ""18:11:37"""
;" ""1E:E8:29:ED:30:6E""";" ""-79""";" ""11""";" ""18:11:31"""
;" ""1E:E8:29:ED:30:6E""";" ""-79""";" ""11""";" ""18:11:34"""
;" ""1E:E8:29:ED:30:6E""";" ""-79""";" ""11""";" ""18:11:37"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-97""";" ""9""";" ""18:11:31"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-97""";" ""9""";" ""18:11:34"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-97""";" ""9""";" ""18:11:37"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-80""";" ""44""";" ""18:11:31"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-79""";" ""44""";" ""18:11:34"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-79""";" ""44""";" ""18:11:37"""
Uhrenmuseum;" ""B4:FB:E4:CF:A0:CD""";" ""-93""";" ""11""";" ""18:11:31"""
Uhrenmuseum;" ""B4:FB:E4:CF:A0:CD""";" ""-93""";" ""11""";" ""18:11:34"""
Uhrenmuseum;" ""B4:FB:E4:CF:A0:CD""";" ""-93""";" ""11""";" ""18:11:37"""
HFU Open;" ""26:E8:29:ED:32:54""";" ""-84""";" ""6""";" ""18:11:31"""
HFU Open;" ""26:E8:29:ED:32:54""";" ""-84""";" ""6""";" ""18:11:34"""
HFU Open;" ""26:E8:29:ED:32:54""";" ""-77""";" ""6""";" ""18:11:37"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-78""";" ""1""";" ""18:11:31"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-77""";" ""1""";" ""18:11:34"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-76""";" ""1""";" ""18:11:37"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-93""";" ""1""";" ""18:11:31"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-93""";" ""1""";" ""18:11:34"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:11:37"""
HFU Guest;" ""18:E8:29:EE:30:A7""";" ""-74""";" ""40""";" ""18:11:31"""
HFU Guest;" ""18:E8:29:EE:30:A7""";" ""-73""";" ""40""";" ""18:11:34"""
HFU Guest;" ""18:E8:29:EE:30:A7""";" ""-76""";" ""40""";" ""18:11:37"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-76""";" ""6""";" ""18:11:34"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-76""";" ""6""";" ""18:11:37"""
;" ""BA:FB:E4:4D:13:20""";" ""-65""";" ""11""";" ""18:11:34"""
;" ""BA:FB:E4:4D:13:20""";" ""-65""";" ""11""";" ""18:11:37"""
HFU Open;" ""26:E8:29:EE:30:6E""";" ""-85""";" ""36""";" ""18:11:37"""
eduroam;" ""22:E8:29:ED:2F:EA""";" ""-81""";" ""6""";" ""18:11:31"""
eduroam;" ""22:E8:29:ED:2F:EA""";" ""-81""";" ""6""";" ""18:11:34"""
eduroam;" ""22:E8:29:ED:2F:EA""";" ""-81""";" ""6""";" ""18:11:37"""
HFU Guest;" ""18:E8:29:EE:32:54""";" ""-81""";" ""36""";" ""18:11:31"""
HFU Guest;" ""18:E8:29:EE:32:54""";" ""-82""";" ""36""";" ""18:11:37"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-70""";" ""44""";" ""18:11:31"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-70""";" ""44""";" ""18:11:34"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-67""";" ""44""";" ""18:11:37"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-93""";" ""1""";" ""18:11:31"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-93""";" ""1""";" ""18:11:34"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:11:37"""
eduroam;" ""22:E8:29:ED:30:A7""";" ""-72""";" ""1""";" ""18:11:31"""
eduroam;" ""22:E8:29:ED:30:A7""";" ""-73""";" ""1""";" ""18:11:34"""
eduroam;" ""22:E8:29:ED:30:A7""";" ""-73""";" ""1""";" ""18:11:37"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:31"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:34"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:37"""
eduroam;" ""7E:83:C2:18:6F:F0""";" ""-92""";" ""1""";" ""18:11:31"""
eduroam;" ""7E:83:C2:18:6F:F0""";" ""-92""";" ""1""";" ""18:11:34"""
eduroam;" ""7E:83:C2:18:6F:F0""";" ""-92""";" ""1""";" ""18:11:37"""
eduroam;" ""22:E8:29:ED:32:54""";" ""-81""";" ""6""";" ""18:11:31"""
eduroam;" ""22:E8:29:ED:32:54""";" ""-81""";" ""6""";" ""18:11:34"""
eduroam;" ""22:E8:29:ED:32:54""";" ""-77""";" ""6""";" ""18:11:37"""
;" ""1E:E8:29:ED:2F:EA""";" ""-81""";" ""6""";" ""18:11:31"""
;" ""1E:E8:29:ED:2F:EA""";" ""-81""";" ""6""";" ""18:11:34"""
;" ""1E:E8:29:ED:2F:EA""";" ""-81""";" ""6""";" ""18:11:37"""
;" ""BA:FB:E4:4D:17:84""";" ""-78""";" ""1""";" ""18:11:31"""
;" ""BA:FB:E4:4D:17:84""";" ""-78""";" ""1""";" ""18:11:34"""
;" ""BA:FB:E4:4D:17:84""";" ""-76""";" ""1""";" ""18:11:37"""
HFU Guest;" ""18:E8:29:ED:30:6E""";" ""-79""";" ""11""";" ""18:11:31"""
HFU Guest;" ""18:E8:29:ED:30:6E""";" ""-79""";" ""11""";" ""18:11:34"""
HFU Guest;" ""18:E8:29:ED:30:6E""";" ""-79""";" ""11""";" ""18:11:37"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-70""";" ""44""";" ""18:11:31"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-67""";" ""44""";" ""18:11:34"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-68""";" ""44""";" ""18:11:37"""
Zimmer-05;" ""B4:FB:E4:60:FE:F5""";" ""-96""";" ""1""";" ""18:11:34"""
Zimmer-05;" ""B4:FB:E4:60:FE:F5""";" ""-96""";" ""1""";" ""18:11:37"""
HFU Open;" ""26:E8:29:EE:2F:EA""";" ""-89""";" ""48""";" ""18:11:31"""
HFU Open;" ""26:E8:29:EE:2F:EA""";" ""-89""";" ""48""";" ""18:11:34"""
HFU Open;" ""26:E8:29:EE:2F:EA""";" ""-88""";" ""48""";" ""18:11:37"""
;" ""1E:E8:29:ED:30:A7""";" ""-72""";" ""1""";" ""18:11:31"""
;" ""1E:E8:29:ED:30:A7""";" ""-73""";" ""1""";" ""18:11:34"""
;" ""1E:E8:29:ED:30:A7""";" ""-73""";" ""1""";" ""18:11:37"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-70""";" ""11""";" ""18:11:31"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-65""";" ""11""";" ""18:11:34"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-66""";" ""11""";" ""18:11:37"""
HFU Open;" ""26:E8:29:ED:2E:85""";" ""-93""";" ""6""";" ""18:11:37"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-81""";" ""36""";" ""18:11:31"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-81""";" ""36""";" ""18:11:34"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-80""";" ""36""";" ""18:11:37"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-80""";" ""44""";" ""18:11:31"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-79""";" ""44""";" ""18:11:34"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-79""";" ""44""";" ""18:11:37"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:31"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:34"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:37"""
;" ""1E:E8:29:ED:32:54""";" ""-81""";" ""6""";" ""18:11:31"""
;" ""1E:E8:29:ED:32:54""";" ""-81""";" ""6""";" ""18:11:34"""
;" ""1E:E8:29:ED:32:54""";" ""-81""";" ""6""";" ""18:11:37"""
HFU Open;" ""26:E8:29:EE:30:A7""";" ""-75""";" ""40""";" ""18:11:31"""
HFU Open;" ""26:E8:29:EE:30:A7""";" ""-73""";" ""40""";" ""18:11:34"""
HFU Open;" ""26:E8:29:EE:30:A7""";" ""-76""";" ""40""";" ""18:11:37"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:11:31"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:11:34"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:11:37"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-78""";" ""6""";" ""18:11:31"""
HFU Open;" ""26:E8:29:EE:32:54""";" ""-82""";" ""36""";" ""18:11:31"""
HFU Open;" ""26:E8:29:EE:32:54""";" ""-82""";" ""36""";" ""18:11:37"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-80""";" ""44""";" ""18:11:31"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-79""";" ""44""";" ""18:11:34"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-79""";" ""44""";" ""18:11:37"""
HFU Guest;" ""18:E8:29:ED:2F:EA""";" ""-81""";" ""6""";" ""18:11:31"""
HFU Guest;" ""18:E8:29:ED:2F:EA""";" ""-81""";" ""6""";" ""18:11:34"""
HFU Guest;" ""18:E8:29:ED:2F:EA""";" ""-80""";" ""6""";" ""18:11:37"""
;" ""BA:FB:E4:4E:13:20""";" ""-70""";" ""44""";" ""18:11:31"""
;" ""BA:FB:E4:4E:13:20""";" ""-70""";" ""44""";" ""18:11:34"""
;" ""BA:FB:E4:4E:13:20""";" ""-70""";" ""44""";" ""18:11:37"""
HFU Open;" ""86:8A:20:0F:32:62""";" ""-88""";" ""36""";" ""18:11:31"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-78""";" ""1""";" ""18:11:31"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-77""";" ""1""";" ""18:11:34"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-76""";" ""1""";" ""18:11:37"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-93""";" ""1""";" ""18:11:31"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-91""";" ""1""";" ""18:11:34"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:11:37"""
eduroam;" ""22:E8:29:EE:2F:EA""";" ""-88""";" ""48""";" ""18:11:31"""
eduroam;" ""22:E8:29:EE:2F:EA""";" ""-88""";" ""48""";" ""18:11:34"""
eduroam;" ""22:E8:29:EE:2F:EA""";" ""-88""";" ""48""";" ""18:11:37"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-80""";" ""6""";" ""18:11:31"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-79""";" ""6""";" ""18:11:34"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-79""";" ""6""";" ""18:11:37"""
HFU Open;" ""26:E8:29:ED:30:6E""";" ""-83""";" ""11""";" ""18:11:31"""
HFU Open;" ""26:E8:29:ED:30:6E""";" ""-77""";" ""11""";" ""18:11:34"""
HFU Open;" ""26:E8:29:ED:30:6E""";" ""-77""";" ""11""";" ""18:11:37"""
;" ""BA:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:31"""
;" ""BA:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:34"""
;" ""BA:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:11:37"""
HFU Guest;" ""18:E8:29:ED:30:A7""";" ""-72""";" ""1""";" ""18:11:31"""
HFU Guest;" ""18:E8:29:ED:30:A7""";" ""-73""";" ""1""";" ""18:11:34"""
HFU Guest;" ""18:E8:29:ED:30:A7""";" ""-73""";" ""1""";" ""18:11:37"""
eduroam;" ""22:E8:29:EE:30:A7""";" ""-75""";" ""40""";" ""18:11:31"""
eduroam;" ""22:E8:29:EE:30:A7""";" ""-73""";" ""40""";" ""18:11:34"""
eduroam;" ""22:E8:29:EE:30:A7""";" ""-76""";" ""40""";" ""18:11:37"""
HFU Guest;" ""18:E8:29:ED:32:54""";" ""-81""";" ""6""";" ""18:11:31"""
HFU Guest;" ""18:E8:29:ED:32:54""";" ""-81""";" ""6""";" ""18:11:34"""
HFU Guest;" ""18:E8:29:ED:32:54""";" ""-76""";" ""6""";" ""18:11:37"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-77""";" ""6""";" ""18:11:31"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-76""";" ""6""";" ""18:11:34"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-76""";" ""6""";" ""18:11:37"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-70""";" ""11""";" ""18:11:31"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-65""";" ""11""";" ""18:11:34"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-66""";" ""11""";" ""18:11:37"""
;;;;
SSID; BSS; RSSI; Kanal; Datum
HFU Guest;" ""18:E8:29:EE:30:6E""";" ""-77""";" ""36""";" ""18:12:04"""
HFU Guest;" ""18:E8:29:EE:30:6E""";" ""-77""";" ""36""";" ""18:12:07"""
HFU Guest;" ""18:E8:29:EE:30:6E""";" ""-77""";" ""36""";" ""18:12:10"""
DIRECT-RI-IMC4500_Ausstellung;" ""12:98:C3:3B:DF:A6""";" ""-79""";" ""6""";" ""18:12:04"""
DIRECT-RI-IMC4500_Ausstellung;" ""12:98:C3:3B:DF:A6""";" ""-78""";" ""6""";" ""18:12:07"""
DIRECT-RI-IMC4500_Ausstellung;" ""12:98:C3:3B:DF:A6""";" ""-78""";" ""6""";" ""18:12:10"""
eduroam;" ""22:E8:29:EE:32:54""";" ""-81""";" ""36""";" ""18:12:04"""
eduroam;" ""22:E8:29:EE:32:54""";" ""-81""";" ""36""";" ""18:12:07"""
eduroam;" ""22:E8:29:EE:32:54""";" ""-81""";" ""36""";" ""18:12:10"""
;" ""7E:8A:20:0F:32:CA""";" ""-81""";" ""36""";" ""18:12:04"""
;" ""7E:8A:20:0F:32:CA""";" ""-81""";" ""36""";" ""18:12:07"""
;" ""BA:FB:E4:4E:17:84""";" ""-81""";" ""44""";" ""18:12:04"""
;" ""BA:FB:E4:4E:17:84""";" ""-81""";" ""44""";" ""18:12:07"""
;" ""BA:FB:E4:4E:17:84""";" ""-81""";" ""44""";" ""18:12:10"""
UPC2696287;" ""38:43:7D:C9:A9:8D""";" ""-90""";" ""116""";" ""18:12:04"""
UPC2696287;" ""38:43:7D:C9:A9:8D""";" ""-89""";" ""116""";" ""18:12:07"""
UPC2696287;" ""38:43:7D:C9:A9:8D""";" ""-89""";" ""116""";" ""18:12:10"""
;" ""1E:E8:29:EE:30:A7""";" ""-71""";" ""40""";" ""18:12:04"""
;" ""1E:E8:29:EE:30:A7""";" ""-71""";" ""40""";" ""18:12:07"""
;" ""1E:E8:29:EE:30:A7""";" ""-71""";" ""40""";" ""18:12:10"""
Zimmer-26;" ""B4:FB:E4:62:2B:BC""";" ""-90""";" ""1""";" ""18:12:04"""
Zimmer-26;" ""B4:FB:E4:62:2B:BC""";" ""-90""";" ""1""";" ""18:12:07"""
Zimmer-26;" ""B4:FB:E4:62:2B:BC""";" ""-91""";" ""1""";" ""18:12:10"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-72""";" ""44""";" ""18:12:04"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-72""";" ""44""";" ""18:12:07"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-71""";" ""44""";" ""18:12:10"""
;" ""7E:8A:20:0F:32:CB""";" ""-77""";" ""6""";" ""18:12:10"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-74""";" ""11""";" ""18:12:04"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-76""";" ""11""";" ""18:12:07"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-75""";" ""11""";" ""18:12:10"""
UPC2696287;" ""38:43:7D:C9:A9:A8""";" ""-95""";" ""6""";" ""18:12:04"""
UPC2696287;" ""38:43:7D:C9:A9:A8""";" ""-95""";" ""6""";" ""18:12:07"""
UPC2696287;" ""38:43:7D:C9:A9:A8""";" ""-95""";" ""6""";" ""18:12:10"""
eduroam;" ""22:E8:29:ED:30:6E""";" ""-88""";" ""11""";" ""18:12:04"""
eduroam;" ""22:E8:29:ED:30:6E""";" ""-89""";" ""11""";" ""18:12:07"""
eduroam;" ""22:E8:29:ED:30:6E""";" ""-89""";" ""11""";" ""18:12:10"""
;" ""1E:E8:29:EE:32:54""";" ""-84""";" ""36""";" ""18:12:04"""
;" ""1E:E8:29:EE:32:54""";" ""-84""";" ""36""";" ""18:12:07"""
HFU Open;" ""26:E8:29:ED:2F:EA""";" ""-79""";" ""6""";" ""18:12:04"""
HFU Open;" ""26:E8:29:ED:2F:EA""";" ""-78""";" ""6""";" ""18:12:10"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-91""";" ""44""";" ""18:12:10"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-82""";" ""1""";" ""18:12:04"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-76""";" ""1""";" ""18:12:07"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-76""";" ""1""";" ""18:12:10"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-92""";" ""11""";" ""18:12:04"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-92""";" ""11""";" ""18:12:07"""
HFU Open;" ""26:E8:29:ED:30:A7""";" ""-73""";" ""1""";" ""18:12:04"""
HFU Open;" ""26:E8:29:ED:30:A7""";" ""-79""";" ""1""";" ""18:12:07"""
HFU Open;" ""26:E8:29:ED:30:A7""";" ""-79""";" ""1""";" ""18:12:10"""
;" ""7E:8A:20:0F:32:63""";" ""-86""";" ""6""";" ""18:12:04"""
;" ""7E:8A:20:0F:32:63""";" ""-86""";" ""6""";" ""18:12:07"""
;" ""7E:8A:20:0F:32:63""";" ""-86""";" ""6""";" ""18:12:10"""
HFU Guest;" ""18:E8:29:EE:2F:EA""";" ""-88""";" ""48""";" ""18:12:04"""
HFU Open;" ""26:E8:29:ED:34:1B""";" ""-93""";" ""6""";" ""18:12:04"""
HFU Open;" ""26:E8:29:ED:34:1B""";" ""-93""";" ""6""";" ""18:12:07"""
HFU Open;" ""26:E8:29:ED:34:1B""";" ""-93""";" ""6""";" ""18:12:10"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-93""";" ""9""";" ""18:12:04"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-93""";" ""9""";" ""18:12:07"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-81""";" ""44""";" ""18:12:04"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-75""";" ""44""";" ""18:12:07"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-74""";" ""44""";" ""18:12:10"""
Uhrenmuseum;" ""B4:FB:E4:CF:A0:CD""";" ""-92""";" ""11""";" ""18:12:04"""
Uhrenmuseum;" ""B4:FB:E4:CF:A0:CD""";" ""-92""";" ""11""";" ""18:12:07"""
HFU Open;" ""26:E8:29:ED:32:54""";" ""-74""";" ""6""";" ""18:12:04"""
HFU Open;" ""26:E8:29:ED:32:54""";" ""-75""";" ""6""";" ""18:12:07"""
HFU Open;" ""26:E8:29:ED:32:54""";" ""-75""";" ""6""";" ""18:12:10"""
;" ""1E:E8:29:ED:30:6E""";" ""-88""";" ""11""";" ""18:12:07"""
;" ""1E:E8:29:ED:30:6E""";" ""-88""";" ""11""";" ""18:12:10"""
