SSID; BSS; RSSI; Kanal; Datum
HFU Guest;" ""68:D7:9A:68:9B:6D""";" ""-83""";" ""48""";" ""18:37:39"""
HFU Guest;" ""68:D7:9A:68:9B:6D""";" ""-86""";" ""48""";" ""18:37:42"""
HFU Open;" ""86:8A:20:0F:34:36""";" ""-85""";" ""48""";" ""18:37:39"""
HFU Open;" ""86:8A:20:0F:34:36""";" ""-88""";" ""48""";" ""18:37:42"""
;" ""BA:FB:E4:4D:17:84""";" ""-84""";" ""1""";" ""18:37:39"""
;" ""BA:FB:E4:4D:17:84""";" ""-84""";" ""1""";" ""18:37:42"""
;" ""7E:8A:20:0F:32:CA""";" ""-52""";" ""36""";" ""18:37:39"""
;" ""7E:8A:20:0F:32:CA""";" ""-52""";" ""36""";" ""18:37:42"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-73""";" ""1""";" ""18:37:39"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-73""";" ""1""";" ""18:37:42"""
RIS-Labor;" ""86:83:C2:21:95:67""";" ""-91""";" ""11""";" ""18:37:39"""
RIS-Labor;" ""86:83:C2:70:21:C3""";" ""-78""";" ""40""";" ""18:37:39"""
RIS-Labor;" ""86:83:C2:70:21:C3""";" ""-78""";" ""40""";" ""18:37:42"""
HFU Guest;" ""74:83:C2:70:21:C3""";" ""-78""";" ""40""";" ""18:37:39"""
HFU Guest;" ""74:83:C2:70:21:C3""";" ""-78""";" ""40""";" ""18:37:42"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-91""";" ""11""";" ""18:37:39"""
HFU Guest;" ""74:83:C2:21:95:67""";" ""-94""";" ""11""";" ""18:37:39"""
HFU Guest;" ""74:83:C2:21:95:67""";" ""-94""";" ""11""";" ""18:37:42"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-60""";" ""6""";" ""18:37:39"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-60""";" ""6""";" ""18:37:42"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-88""";" ""44""";" ""18:37:39"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-88""";" ""44""";" ""18:37:42"""
;" ""BA:FB:E4:C7:5F:07""";" ""-91""";" ""11""";" ""18:37:39"""
;" ""BA:FB:E4:C7:5F:07""";" ""-91""";" ""11""";" ""18:37:42"""
eduroam;" ""6A:D7:9A:28:9B:6D""";" ""-84""";" ""48""";" ""18:37:39"""
eduroam;" ""6A:D7:9A:28:9B:6D""";" ""-85""";" ""48""";" ""18:37:42"""
tKonferenzGoogleHome.k;" ""FA:8F:CA:50:85:4B""";" ""-84""";" ""4""";" ""18:37:39"""
tKonferenzGoogleHome.k;" ""FA:8F:CA:50:85:4B""";" ""-84""";" ""4""";" ""18:37:42"""
eduroam;" ""82:8A:20:0F:1C:63""";" ""-68""";" ""1""";" ""18:37:39"""
eduroam;" ""82:8A:20:0F:1C:63""";" ""-68""";" ""1""";" ""18:37:42"""
HFU Guest;" ""78:8A:20:0F:32:C2""";" ""-79""";" ""36""";" ""18:37:39"""
HFU Guest;" ""78:8A:20:0F:32:C2""";" ""-75""";" ""36""";" ""18:37:42"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-57""";" ""6""";" ""18:37:39"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-57""";" ""6""";" ""18:37:42"""
;" ""6A:D7:9A:18:9B:6C""";" ""-90""";" ""6""";" ""18:37:39"""
;" ""6A:D7:9A:18:9B:6C""";" ""-90""";" ""6""";" ""18:37:42"""
;" ""7E:8A:20:0F:1C:63""";" ""-68""";" ""1""";" ""18:37:39"""
;" ""7E:8A:20:0F:1C:63""";" ""-68""";" ""1""";" ""18:37:42"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-76""";" ""11""";" ""18:37:39"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-76""";" ""11""";" ""18:37:42"""
;" ""BA:FB:E4:4D:13:20""";" ""-93""";" ""11""";" ""18:37:39"""
;" ""BA:FB:E4:4D:13:20""";" ""-93""";" ""11""";" ""18:37:42"""
HFU Open;" ""C2:FB:E4:80:96:DA""";" ""-78""";" ""1""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:80:96:DA""";" ""-78""";" ""1""";" ""18:37:42"""
eduroam;" ""82:8A:20:0F:32:C2""";" ""-79""";" ""36""";" ""18:37:39"""
eduroam;" ""82:8A:20:0F:32:C2""";" ""-74""";" ""36""";" ""18:37:42"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-78""";" ""44""";" ""18:37:39"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-77""";" ""44""";" ""18:37:42"""
HFU Open;" ""86:8A:20:0F:34:37""";" ""-90""";" ""1""";" ""18:37:39"""
HFU Open;" ""86:8A:20:0F:34:37""";" ""-90""";" ""1""";" ""18:37:42"""
;" ""BA:FB:E4:4E:13:20""";" ""-88""";" ""44""";" ""18:37:39"""
;" ""BA:FB:E4:4E:13:20""";" ""-88""";" ""44""";" ""18:37:42"""
;" ""7E:8A:20:0F:32:CB""";" ""-46""";" ""6""";" ""18:37:39"""
;" ""7E:8A:20:0F:32:CB""";" ""-46""";" ""6""";" ""18:37:42"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-89""";" ""6""";" ""18:37:39"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-89""";" ""6""";" ""18:37:42"""
HFU Open;" ""C2:FB:E4:80:96:D9""";" ""-84""";" ""36""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:80:96:D9""";" ""-85""";" ""36""";" ""18:37:42"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-78""";" ""1""";" ""18:37:39"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-78""";" ""1""";" ""18:37:42"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-72""";" ""1""";" ""18:37:39"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-72""";" ""1""";" ""18:37:42"""
eduroam;" ""BE:FB:E4:80:96:DA""";" ""-78""";" ""1""";" ""18:37:39"""
eduroam;" ""BE:FB:E4:80:96:DA""";" ""-78""";" ""1""";" ""18:37:42"""
;" ""7E:8A:20:0F:32:C2""";" ""-81""";" ""36""";" ""18:37:39"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-65""";" ""36""";" ""18:37:39"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-67""";" ""36""";" ""18:37:42"""
HFU Open;" ""C2:FB:E4:C7:5F:07""";" ""-86""";" ""11""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:C7:5F:07""";" ""-86""";" ""11""";" ""18:37:42"""
;" ""7A:83:C2:21:95:67""";" ""-94""";" ""11""";" ""18:37:39"""
;" ""7A:83:C2:21:95:67""";" ""-94""";" ""11""";" ""18:37:42"""
eduroam;" ""BE:FB:E4:80:96:D9""";" ""-83""";" ""36""";" ""18:37:39"""
eduroam;" ""BE:FB:E4:80:96:D9""";" ""-85""";" ""36""";" ""18:37:42"""
HFU Guest;" ""B4:FB:E4:84:75:A5""";" ""-93""";" ""6""";" ""18:37:39"""
HFU Guest;" ""B4:FB:E4:84:75:A5""";" ""-93""";" ""6""";" ""18:37:42"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-87""";" ""6""";" ""18:37:39"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-87""";" ""6""";" ""18:37:42"""
SHLAB02;" ""60:E3:27:AD:9B:62""";" ""-82""";" ""5""";" ""18:37:39"""
SHLAB02;" ""60:E3:27:AD:9B:62""";" ""-82""";" ""5""";" ""18:37:42"""
;" ""BA:FB:E4:4D:14:C8""";" ""-77""";" ""11""";" ""18:37:39"""
;" ""BA:FB:E4:4D:14:C8""";" ""-77""";" ""11""";" ""18:37:42"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-84""";" ""1""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-84""";" ""1""";" ""18:37:42"""
SHLAB01-5;" ""50:C7:BF:31:D3:96""";" ""-86""";" ""36""";" ""18:37:39"""
SHLAB01-5;" ""50:C7:BF:31:D3:96""";" ""-86""";" ""36""";" ""18:37:42"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-46""";" ""36""";" ""18:37:39"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-47""";" ""36""";" ""18:37:42"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-76""";" ""11""";" ""18:37:39"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-76""";" ""11""";" ""18:37:42"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-83""";" ""44""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-79""";" ""44""";" ""18:37:42"""
;" ""6A:D7:9A:18:9B:6D""";" ""-91""";" ""48""";" ""18:37:39"""
;" ""6A:D7:9A:18:9B:6D""";" ""-91""";" ""48""";" ""18:37:42"""
;" ""7A:83:C2:70:21:C4""";" ""-75""";" ""1""";" ""18:37:39"""
;" ""7A:83:C2:70:21:C4""";" ""-75""";" ""1""";" ""18:37:42"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-84""";" ""1""";" ""18:37:39"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-84""";" ""1""";" ""18:37:42"""
HFU Guest;" ""78:8A:20:0F:34:36""";" ""-84""";" ""48""";" ""18:37:39"""
HFU Guest;" ""78:8A:20:0F:34:36""";" ""-88""";" ""48""";" ""18:37:42"""
eduroam;" ""82:8A:20:0F:32:C3""";" ""-78""";" ""11""";" ""18:37:39"""
eduroam;" ""82:8A:20:0F:32:C3""";" ""-78""";" ""11""";" ""18:37:42"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-82""";" ""44""";" ""18:37:39"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-79""";" ""44""";" ""18:37:42"""
;" ""BA:FB:E4:84:75:A5""";" ""-93""";" ""6""";" ""18:37:39"""
;" ""BA:FB:E4:84:75:A5""";" ""-93""";" ""6""";" ""18:37:42"""
HFU Open;" ""6A:D7:9A:38:9B:6C""";" ""-91""";" ""6""";" ""18:37:39"""
HFU Open;" ""6A:D7:9A:38:9B:6C""";" ""-91""";" ""6""";" ""18:37:42"""
eduroam;" ""82:8A:20:0F:34:36""";" ""-85""";" ""48""";" ""18:37:39"""
eduroam;" ""82:8A:20:0F:34:36""";" ""-88""";" ""48""";" ""18:37:42"""
eduroam;" ""BE:FB:E4:C7:5F:07""";" ""-88""";" ""11""";" ""18:37:39"""
eduroam;" ""BE:FB:E4:C7:5F:07""";" ""-88""";" ""11""";" ""18:37:42"""
;" ""7E:8A:20:0F:32:C3""";" ""-76""";" ""11""";" ""18:37:39"""
;" ""7E:8A:20:0F:32:C3""";" ""-76""";" ""11""";" ""18:37:42"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-67""";" ""1""";" ""18:37:39"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-67""";" ""1""";" ""18:37:42"""
HFU Open;" ""82:83:C2:21:95:67""";" ""-91""";" ""11""";" ""18:37:39"""
HFU Open;" ""82:83:C2:70:21:C3""";" ""-78""";" ""40""";" ""18:37:39"""
HFU Open;" ""82:83:C2:70:21:C3""";" ""-78""";" ""40""";" ""18:37:42"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-92""";" ""11""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-92""";" ""11""";" ""18:37:42"""
SHLAB01;" ""50:C7:BF:31:D3:97""";" ""-79""";" ""4""";" ""18:37:39"""
SHLAB01;" ""50:C7:BF:31:D3:97""";" ""-79""";" ""4""";" ""18:37:42"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-60""";" ""6""";" ""18:37:39"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-60""";" ""6""";" ""18:37:42"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-88""";" ""44""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-91""";" ""44""";" ""18:37:42"""
eduroam;" ""82:8A:20:0A:EF:67""";" ""-89""";" ""6""";" ""18:37:39"""
eduroam;" ""82:8A:20:0A:EF:67""";" ""-89""";" ""6""";" ""18:37:42"""
eduroam;" ""7E:83:C2:70:21:C3""";" ""-78""";" ""40""";" ""18:37:39"""
eduroam;" ""7E:83:C2:70:21:C3""";" ""-78""";" ""40""";" ""18:37:42"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-90""";" ""11""";" ""18:37:39"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-90""";" ""11""";" ""18:37:42"""
iKettle 2.0:1e;" ""5E:CF:7F:06:DE:1E""";" ""-94""";" ""6""";" ""18:37:39"""
iKettle 2.0:1e;" ""5E:CF:7F:06:DE:1E""";" ""-94""";" ""6""";" ""18:37:42"""
HFU Open;" ""86:8A:20:0F:32:C2""";" ""-79""";" ""36""";" ""18:37:39"""
HFU Open;" ""86:8A:20:0F:32:C2""";" ""-74""";" ""36""";" ""18:37:42"""
HFU Guest;" ""B4:FB:E4:80:96:DA""";" ""-78""";" ""1""";" ""18:37:39"""
HFU Guest;" ""B4:FB:E4:80:96:DA""";" ""-78""";" ""1""";" ""18:37:42"""
HFU Guest;" ""78:8A:20:0F:34:37""";" ""-87""";" ""1""";" ""18:37:39"""
HFU Guest;" ""78:8A:20:0F:34:37""";" ""-87""";" ""1""";" ""18:37:42"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-88""";" ""44""";" ""18:37:39"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-91""";" ""44""";" ""18:37:42"""
HFU Guest;" ""68:D7:9A:68:9B:6C""";" ""-89""";" ""6""";" ""18:37:39"""
HFU Guest;" ""68:D7:9A:68:9B:6C""";" ""-89""";" ""6""";" ""18:37:42"""
;" ""7E:8A:20:0A:EF:67""";" ""-90""";" ""6""";" ""18:37:39"""
;" ""7E:8A:20:0A:EF:67""";" ""-90""";" ""6""";" ""18:37:42"""
HFU Guest;" ""B4:FB:E4:80:96:D9""";" ""-85""";" ""36""";" ""18:37:39"""
HFU Guest;" ""B4:FB:E4:80:96:D9""";" ""-85""";" ""36""";" ""18:37:42"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-77""";" ""11""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-77""";" ""11""";" ""18:37:42"""
HFU Open;" ""86:8A:20:0A:F9:7F""";" ""-92""";" ""6""";" ""18:37:39"""
HFU Open;" ""6A:D7:9A:38:9B:6D""";" ""-83""";" ""48""";" ""18:37:39"""
HFU Open;" ""6A:D7:9A:38:9B:6D""";" ""-85""";" ""48""";" ""18:37:42"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-85""";" ""9""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-78""";" ""44""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-77""";" ""44""";" ""18:37:42"""
eduroam;" ""82:8A:20:0F:34:37""";" ""-85""";" ""1""";" ""18:37:39"""
eduroam;" ""82:8A:20:0F:34:37""";" ""-85""";" ""1""";" ""18:37:42"""
eduroam;" ""7E:83:C2:21:95:67""";" ""-95""";" ""11""";" ""18:37:39"""
eduroam;" ""7E:83:C2:21:95:67""";" ""-95""";" ""11""";" ""18:37:42"""
HFU Guest;" ""B4:FB:E4:C7:5F:07""";" ""-82""";" ""11""";" ""18:37:39"""
HFU Guest;" ""B4:FB:E4:C7:5F:07""";" ""-82""";" ""11""";" ""18:37:42"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-88""";" ""6""";" ""18:37:39"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-88""";" ""6""";" ""18:37:42"""
HFU Guest;" ""78:8A:20:0F:1C:62""";" ""-68""";" ""36""";" ""18:37:39"""
HFU Guest;" ""78:8A:20:0F:1C:62""";" ""-67""";" ""36""";" ""18:37:42"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-76""";" ""11""";" ""18:37:39"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-76""";" ""11""";" ""18:37:42"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-72""";" ""1""";" ""18:37:39"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-72""";" ""1""";" ""18:37:42"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-84""";" ""1""";" ""18:37:39"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-84""";" ""1""";" ""18:37:42"""
NETGEAR24;" ""B0:7F:B9:84:60:74""";" ""-97""";" ""1""";" ""18:37:39"""
NETGEAR24;" ""B0:7F:B9:84:60:74""";" ""-97""";" ""1""";" ""18:37:42"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-46""";" ""36""";" ""18:37:39"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-49""";" ""36""";" ""18:37:42"""
eduroam;" ""6A:D7:9A:28:9B:6C""";" ""-91""";" ""6""";" ""18:37:39"""
eduroam;" ""6A:D7:9A:28:9B:6C""";" ""-91""";" ""6""";" ""18:37:42"""
;" ""BA:FB:E4:80:96:DA""";" ""-76""";" ""1""";" ""18:37:39"""
;" ""BA:FB:E4:80:96:DA""";" ""-76""";" ""1""";" ""18:37:42"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-79""";" ""44""";" ""18:37:39"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-77""";" ""44""";" ""18:37:42"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-65""";" ""36""";" ""18:37:39"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-67""";" ""36""";" ""18:37:42"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-82""";" ""44""";" ""18:37:39"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-79""";" ""44""";" ""18:37:42"""
HFU Open;" ""C2:FB:E4:84:75:A5""";" ""-82""";" ""6""";" ""18:37:39"""
HFU Open;" ""C2:FB:E4:84:75:A5""";" ""-82""";" ""6""";" ""18:37:42"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-75""";" ""1""";" ""18:37:39"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-75""";" ""1""";" ""18:37:42"""
;;;;
SSID; BSS; RSSI; Kanal; Datum
eduroam;" ""82:8A:20:0F:32:CA""";" ""-52""";" ""36""";" ""18:38:05"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-53""";" ""36""";" ""18:38:08"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-73""";" ""11""";" ""18:38:05"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-70""";" ""11""";" ""18:38:08"""
;" ""7E:8A:20:0F:1C:62""";" ""-71""";" ""36""";" ""18:38:05"""
;" ""7E:8A:20:0F:1C:62""";" ""-71""";" ""36""";" ""18:38:08"""
HFU Guest;" ""68:D7:9A:68:9B:6D""";" ""-83""";" ""48""";" ""18:38:05"""
HFU Guest;" ""68:D7:9A:68:9B:6D""";" ""-85""";" ""48""";" ""18:38:08"""
eduroam;" ""BE:FB:E4:84:75:A5""";" ""-90""";" ""6""";" ""18:38:05"""
eduroam;" ""BE:FB:E4:84:75:A5""";" ""-90""";" ""6""";" ""18:38:08"""
HFU Open;" ""86:8A:20:0F:34:36""";" ""-89""";" ""48""";" ""18:38:05"""
HFU Open;" ""86:8A:20:0F:34:36""";" ""-84""";" ""48""";" ""18:38:08"""
;" ""BA:FB:E4:4D:17:84""";" ""-90""";" ""1""";" ""18:38:05"""
;" ""BA:FB:E4:4D:17:84""";" ""-90""";" ""1""";" ""18:38:08"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-70""";" ""1""";" ""18:38:05"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-68""";" ""1""";" ""18:38:08"""
RIS-Labor;" ""86:83:C2:21:95:67""";" ""-90""";" ""11""";" ""18:38:08"""
RIS-Labor;" ""86:83:C2:70:21:C3""";" ""-79""";" ""40""";" ""18:38:05"""
RIS-Labor;" ""86:83:C2:70:21:C3""";" ""-81""";" ""40""";" ""18:38:08"""
HFU Guest;" ""74:83:C2:70:21:C3""";" ""-79""";" ""40""";" ""18:38:05"""
HFU Guest;" ""74:83:C2:70:21:C3""";" ""-81""";" ""40""";" ""18:38:08"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-50""";" ""6""";" ""18:38:05"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-51""";" ""6""";" ""18:38:08"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-89""";" ""44""";" ""18:38:05"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-88""";" ""44""";" ""18:38:08"""
;" ""BA:FB:E4:C7:5F:07""";" ""-87""";" ""11""";" ""18:38:05"""
;" ""BA:FB:E4:C7:5F:07""";" ""-87""";" ""11""";" ""18:38:08"""
eduroam;" ""6A:D7:9A:28:9B:6D""";" ""-83""";" ""48""";" ""18:38:05"""
eduroam;" ""6A:D7:9A:28:9B:6D""";" ""-85""";" ""48""";" ""18:38:08"""
tKonferenzGoogleHome.k;" ""FA:8F:CA:50:85:4B""";" ""-88""";" ""4""";" ""18:38:05"""
tKonferenzGoogleHome.k;" ""FA:8F:CA:50:85:4B""";" ""-93""";" ""4""";" ""18:38:08"""
eduroam;" ""82:8A:20:0F:1C:63""";" ""-70""";" ""1""";" ""18:38:05"""
eduroam;" ""82:8A:20:0F:1C:63""";" ""-68""";" ""1""";" ""18:38:08"""
HFU Guest;" ""78:8A:20:0F:32:C2""";" ""-75""";" ""36""";" ""18:38:05"""
HFU Guest;" ""78:8A:20:0F:32:C2""";" ""-77""";" ""36""";" ""18:38:08"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-50""";" ""6""";" ""18:38:05"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-51""";" ""6""";" ""18:38:08"""
;" ""6A:D7:9A:18:9B:6C""";" ""-82""";" ""6""";" ""18:38:05"""
;" ""6A:D7:9A:18:9B:6C""";" ""-82""";" ""6""";" ""18:38:08"""
;" ""7E:8A:20:0F:1C:63""";" ""-70""";" ""1""";" ""18:38:05"""
;" ""7E:8A:20:0F:1C:63""";" ""-67""";" ""1""";" ""18:38:08"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-78""";" ""11""";" ""18:38:05"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-74""";" ""11""";" ""18:38:08"""
HFU Guest;" ""78:8A:20:0A:F9:7F""";" ""-93""";" ""6""";" ""18:38:05"""
HFU Guest;" ""78:8A:20:0A:F9:7F""";" ""-93""";" ""6""";" ""18:38:08"""
;" ""7A:83:C2:70:21:C3""";" ""-80""";" ""40""";" ""18:38:08"""
HFU Open;" ""C2:FB:E4:80:96:DA""";" ""-83""";" ""1""";" ""18:38:05"""
HFU Open;" ""C2:FB:E4:80:96:DA""";" ""-80""";" ""1""";" ""18:38:08"""
eduroam;" ""82:8A:20:0F:32:C2""";" ""-76""";" ""36""";" ""18:38:05"""
eduroam;" ""82:8A:20:0F:32:C2""";" ""-80""";" ""36""";" ""18:38:08"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-80""";" ""44""";" ""18:38:05"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-73""";" ""44""";" ""18:38:08"""
HFU Open;" ""86:8A:20:0F:34:37""";" ""-90""";" ""1""";" ""18:38:05"""
;" ""BA:FB:E4:4E:13:20""";" ""-88""";" ""44""";" ""18:38:05"""
;" ""7E:8A:20:0F:32:CB""";" ""-47""";" ""6""";" ""18:38:05"""
;" ""7E:8A:20:0F:32:CB""";" ""-47""";" ""6""";" ""18:38:08"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-89""";" ""6""";" ""18:38:05"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-91""";" ""6""";" ""18:38:08"""
HFU Open;" ""C2:FB:E4:80:96:D9""";" ""-83""";" ""36""";" ""18:38:05"""
HFU Open;" ""C2:FB:E4:80:96:D9""";" ""-83""";" ""36""";" ""18:38:08"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-77""";" ""1""";" ""18:38:05"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-83""";" ""1""";" ""18:38:08"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-78""";" ""1""";" ""18:38:05"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-83""";" ""1""";" ""18:38:08"""
eduroam;" ""BE:FB:E4:80:96:DA""";" ""-81""";" ""1""";" ""18:38:05"""
eduroam;" ""BE:FB:E4:80:96:DA""";" ""-80""";" ""1""";" ""18:38:08"""
;" ""7E:8A:20:0F:32:C2""";" ""-77""";" ""36""";" ""18:38:05"""
;" ""7E:8A:20:0F:32:C2""";" ""-77""";" ""36""";" ""18:38:08"""
Nusser - Gastzugang;" ""7E:FF:4D:F9:3A:5F""";" ""-92""";" ""11""";" ""18:38:05"""
Nusser - Gastzugang;" ""7E:FF:4D:F9:3A:5F""";" ""-92""";" ""11""";" ""18:38:08"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-69""";" ""36""";" ""18:38:05"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-69""";" ""36""";" ""18:38:08"""
HFU Open;" ""C2:FB:E4:C7:5F:07""";" ""-87""";" ""11""";" ""18:38:05"""
HFU Open;" ""C2:FB:E4:C7:5F:07""";" ""-87""";" ""11""";" ""18:38:08"""
eduroam;" ""BE:FB:E4:80:96:D9""";" ""-83""";" ""36""";" ""18:38:05"""
eduroam;" ""BE:FB:E4:80:96:D9""";" ""-83""";" ""36""";" ""18:38:08"""
HFU Guest;" ""B4:FB:E4:84:75:A5""";" ""-89""";" ""6""";" ""18:38:05"""
HFU Guest;" ""B4:FB:E4:84:75:A5""";" ""-88""";" ""6""";" ""18:38:08"""
;" ""BA:FB:E4:4D:14:C8""";" ""-79""";" ""11""";" ""18:38:05"""
;" ""BA:FB:E4:4D:14:C8""";" ""-79""";" ""11""";" ""18:38:08"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-84""";" ""1""";" ""18:38:05"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-86""";" ""1""";" ""18:38:08"""
SHLAB01-5;" ""50:C7:BF:31:D3:96""";" ""-86""";" ""36""";" ""18:38:05"""
SHLAB01-5;" ""50:C7:BF:31:D3:96""";" ""-86""";" ""36""";" ""18:38:08"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-52""";" ""36""";" ""18:38:05"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-51""";" ""36""";" ""18:38:08"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-73""";" ""11""";" ""18:38:05"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-70""";" ""11""";" ""18:38:08"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-86""";" ""44""";" ""18:38:05"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-81""";" ""44""";" ""18:38:08"""
;" ""7A:83:C2:70:21:C4""";" ""-78""";" ""1""";" ""18:38:05"""
;" ""7A:83:C2:70:21:C4""";" ""-78""";" ""1""";" ""18:38:08"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-78""";" ""1""";" ""18:38:05"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-78""";" ""1""";" ""18:38:08"""
